# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2
#
# total peaks = 32235
# peak size = 134
# peaks found using tags on both strands
# minimum distance between peaks = 268
# fragment length = 122
# genome size = 2000000000
# Total tags = 12320924.0
# Total tags in peaks = 1164991.0
# Approximate IP efficiency = 9.46%
# tags per bp = 0.005291
# expected tags per peak = 0.709
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.447811e-07
# FDR tag threshold = 8.0
# number of putative peaks = 59162
#
# input tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 23234
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3687
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 6
#
# cmd = findPeaks /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2 -i /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr1-4	chr1	153478992	153479126	+	224.0	0.764	160.000000	233.2	2.0	116.59	0.00e+00	61.58	0.00e+00	0.70
chr8-16	chr8	82506166	82506300	+	224.0	0.904	151.000000	233.2	2.0	116.59	0.00e+00	160.01	0.00e+00	0.74
chr16-13	chr16	98217546	98217680	+	224.0	0.886	126.000000	233.2	2.0	116.59	0.00e+00	71.30	0.00e+00	0.90
chr17-17	chr17	28390186	28390320	+	224.0	0.802	139.000000	233.2	8.0	29.15	9.43e-246	62.53	0.00e+00	0.80
chr4-15	chr4	125843458	125843592	+	223.2	0.898	155.000000	232.3	5.0	46.47	2.40e-290	67.04	0.00e+00	0.72
chr8-17	chr8	25616780	25616914	+	223.2	0.877	147.000000	232.3	2.0	116.17	0.00e+00	94.17	0.00e+00	0.78
chr8-11	chr8	27943967	27944101	+	223.2	0.728	160.000000	232.3	2.0	116.17	0.00e+00	56.56	0.00e+00	0.71
chr8-13	chr8	129190491	129190625	+	222.4	0.844	159.000000	231.5	5.0	46.30	1.11e-288	22.72	3.26e-260	0.70
chr9-9	chr9	66868035	66868169	+	222.4	0.773	155.000000	231.5	5.0	46.30	1.11e-288	68.39	0.00e+00	0.72
chr9-10	chr9	98542613	98542747	+	222.4	0.783	153.000000	231.5	6.0	38.58	8.04e-271	44.24	0.00e+00	0.73
chr1-6	chr1	52411204	52411338	+	221.6	0.847	158.000000	230.6	4.0	57.66	7.15e-309	128.85	0.00e+00	0.71
chr13-6	chr13	53074785	53074919	+	221.6	0.894	152.000000	230.6	5.0	46.13	5.14e-287	46.00	0.00e+00	0.74
chr13-7	chr13	111202883	111203017	+	221.6	0.893	145.000000	230.6	1.0	230.65	0.00e+00	114.86	0.00e+00	0.77
chr17-7	chr17	31330340	31330474	+	221.6	0.857	163.000000	230.6	0.5	461.29	0.00e+00	89.33	0.00e+00	0.68
chr6-12	chr6	99122056	99122190	+	220.8	0.891	149.000000	229.8	9.0	25.53	1.27e-228	57.22	0.00e+00	0.74
chr10-13	chr10	41485532	41485666	+	220.8	0.810	153.000000	229.8	8.0	28.73	6.62e-240	63.58	0.00e+00	0.72
chr4-18	chr4	141384168	141384302	+	220.0	0.823	151.000000	229.0	5.0	45.79	1.08e-283	13.13	1.33e-196	0.74
chr1-10	chr1	38166734	38166868	+	219.1	0.911	147.000000	228.1	9.0	25.35	3.22e-227	218.45	0.00e+00	0.75
chr2-15	chr2	153131123	153131257	+	219.1	0.805	156.000000	228.1	3.0	76.04	0.00e+00	46.77	0.00e+00	0.71
chr7-9	chr7	31491640	31491774	+	219.1	0.859	154.000000	228.1	1.0	228.11	0.00e+00	68.08	0.00e+00	0.72
chr8-9	chr8	124389200	124389334	+	218.3	0.818	162.000000	227.3	7.0	32.47	1.00e-249	37.44	7.51e-312	0.68
chr9-11	chr9	65607981	65608115	+	218.3	0.900	152.000000	227.3	4.0	56.82	1.34e-303	132.92	0.00e+00	0.73
chr2-16	chr2	91315969	91316103	+	217.5	0.848	154.000000	226.4	5.0	45.28	2.24e-280	50.72	0.00e+00	0.71
chr3-7	chr3	96785879	96786013	+	217.5	0.823	155.000000	226.4	2.0	113.21	0.00e+00	89.29	0.00e+00	0.71
chr5-15	chr5	135468594	135468728	+	217.5	0.881	141.000000	226.4	7.0	32.35	3.25e-248	107.24	0.00e+00	0.78
chr6-10	chr6	30589202	30589336	+	217.5	0.867	152.000000	226.4	7.0	32.35	3.25e-248	20.55	1.90e-243	0.73
chr8-18	chr8	73047189	73047323	+	217.5	0.894	147.000000	226.4	2.0	113.21	0.00e+00	58.90	0.00e+00	0.76
chr11-15	chr11	96789499	96789633	+	217.5	0.867	155.000000	226.4	6.0	37.74	6.51e-263	36.01	2.78e-306	0.72
chr15-14	chr15	62135643	62135777	+	217.5	0.912	147.000000	226.4	2.0	113.21	0.00e+00	136.08	0.00e+00	0.75
chr15-11	chr15	100518408	100518542	+	217.5	0.809	157.000000	226.4	5.0	45.28	2.24e-280	17.05	7.02e-223	0.71
chr18-11	chr18	12298790	12298924	+	217.5	0.847	145.000000	226.4	7.0	32.35	3.25e-248	79.56	0.00e+00	0.76
chr6-15	chr6	100145877	100146011	+	216.7	0.789	145.000000	225.6	1.0	225.58	0.00e+00	33.60	2.29e-297	0.76
chr18-7	chr18	73664303	73664437	+	216.7	0.795	155.000000	225.6	6.0	37.60	2.45e-261	66.87	0.00e+00	0.71
chr5-13	chr5	103122314	103122448	+	215.9	0.891	144.000000	224.7	4.0	56.18	2.42e-298	147.25	0.00e+00	0.78
chr15-16	chr15	88749852	88749986	+	215.9	0.840	142.000000	224.7	5.0	44.95	4.57e-277	61.20	0.00e+00	0.77
chr3-5	chr3	87947296	87947430	+	215.1	0.748	157.000000	223.9	11.0	20.35	1.20e-201	27.56	4.48e-273	0.71
chr7-11	chr7	52967999	52968133	+	215.1	0.870	151.000000	223.9	5.0	44.78	2.05e-275	34.23	3.24e-297	0.74
chr7-20	chr7	72504828	72504962	+	215.1	0.948	140.000000	223.9	4.0	55.97	1.36e-296	112.13	0.00e+00	0.78
chr12-8	chr12	26470817	26470951	+	215.1	0.857	144.000000	223.9	5.0	44.78	2.05e-275	83.74	0.00e+00	0.77
chr15-17	chr15	90420192	90420326	+	215.1	0.884	142.000000	223.9	1.0	223.89	0.00e+00	168.20	0.00e+00	0.78
chr7-15	chr7	138465775	138465909	+	214.3	0.804	148.000000	223.0	7.0	31.86	1.08e-243	51.42	0.00e+00	0.76
chr5-10	chr5	125695863	125695997	+	213.5	0.889	151.000000	222.2	2.0	111.10	0.00e+00	92.65	0.00e+00	0.73
chr14-10	chr14	65950636	65950770	+	213.5	0.697	152.000000	222.2	5.0	44.44	9.13e-274	43.03	1.91e-320	0.73
chr15-15	chr15	97235611	97235745	+	213.5	0.880	143.000000	222.2	3.0	74.07	3.75e-322	106.39	0.00e+00	0.77
chr5-17	chr5	124023457	124023591	+	212.6	0.906	138.000000	221.4	6.0	36.89	4.73e-255	110.86	0.00e+00	0.80
chr12-5	chr12	117729257	117729391	+	212.6	0.785	158.000000	221.4	0.5	442.70	0.00e+00	63.66	0.00e+00	0.70
chr3-8	chr3	85871981	85872115	+	211.8	0.892	153.000000	220.5	5.0	44.10	1.79e-270	111.08	0.00e+00	0.71
chr6-19	chr6	51270898	51271032	+	211.8	0.836	134.000000	220.5	6.0	36.75	1.74e-253	30.31	2.11e-279	0.83
chr13-9	chr13	112727291	112727425	+	211.8	0.900	138.000000	220.5	1.0	220.51	0.00e+00	35.65	3.03e-297	0.80
chr14-24	chr14	29588982	29589116	+	211.0	0.943	132.000000	219.7	3.0	73.22	1.50e-316	87.01	0.00e+00	0.84
chr3-13	chr3	30500235	30500369	+	210.2	0.907	140.000000	218.8	5.0	43.76	3.45e-267	63.14	0.00e+00	0.80
chr7-19	chr7	124756472	124756606	+	209.4	0.827	144.000000	218.0	4.0	54.49	3.81e-286	53.21	0.00e+00	0.77
chr12-7	chr12	88235443	88235577	+	209.4	0.776	149.000000	218.0	9.0	24.22	6.97e-212	25.09	8.11e-256	0.75
chr14-14	chr14	65976559	65976693	+	209.4	0.863	147.000000	218.0	1.0	217.97	0.00e+00	49.60	0.00e+00	0.74
chr14-17	chr14	76992038	76992172	+	209.4	0.842	140.000000	218.0	1.0	217.97	0.00e+00	35.18	2.16e-292	0.79
chr17-13	chr17	73287797	73287931	+	209.4	0.809	142.000000	218.0	10.0	21.80	2.19e-202	29.05	1.34e-271	0.79
chr19-10	chr19	46781457	46781591	+	209.4	0.860	144.000000	218.0	3.0	72.66	7.96e-313	91.77	0.00e+00	0.76
chr10-19	chr10	92732309	92732443	+	208.6	0.856	140.000000	217.1	4.0	54.28	3.81e-286	43.80	4.07e-315	0.78
chr14-15	chr14	61148022	61148156	+	208.6	0.879	145.000000	217.1	8.0	27.14	1.50e-222	88.01	0.00e+00	0.75
chr2-14	chr2	49425564	49425698	+	207.8	0.753	157.000000	216.3	2.0	108.14	0.00e+00	61.20	0.00e+00	0.69
chr6-14	chr6	31098521	31098655	+	207.8	0.812	145.000000	216.3	0.5	432.57	0.00e+00	33.72	1.44e-285	0.75
chr6-17	chr6	85812731	85812865	+	207.0	0.856	144.000000	215.4	5.0	43.09	2.82e-262	28.19	2.84e-265	0.76
chr7-18	chr7	72882680	72882814	+	207.0	0.888	146.000000	215.4	4.0	53.86	1.12e-282	53.49	0.00e+00	0.75
chr11-22	chr11	34820763	34820897	+	207.0	0.793	140.000000	215.4	7.0	30.78	1.01e-231	29.47	4.94e-270	0.77
chr1-9	chr1	130702951	130703085	+	206.2	0.904	148.000000	214.6	0.5	429.19	0.00e+00	134.54	0.00e+00	0.74
chr3-14	chr3	89037621	89037755	+	206.2	0.801	140.000000	214.6	4.0	53.65	6.00e-281	34.50	8.05e-286	0.77
chr4-20	chr4	6166296	6166430	+	205.3	0.948	144.000000	213.7	0.5	427.50	0.00e+00	184.43	0.00e+00	0.77
chr10-15	chr10	26569758	26569892	+	205.3	0.903	146.000000	213.7	2.0	106.87	0.00e+00	78.27	0.00e+00	0.74
chr15-9	chr15	8519699	8519833	+	205.3	0.836	159.000000	213.7	7.0	30.54	9.48e-229	54.15	0.00e+00	0.68
chr18-8	chr18	34562059	34562193	+	205.3	0.773	149.000000	213.7	6.0	35.62	1.41e-242	52.32	0.00e+00	0.73
chr1-13	chr1	193152248	193152382	+	204.5	0.804	143.000000	212.9	2.0	106.45	0.00e+00	63.76	0.00e+00	0.75
chr8-20	chr8	124446163	124446297	+	204.5	0.840	141.000000	212.9	10.0	21.29	1.01e-195	68.21	0.00e+00	0.76
chr15-12	chr15	81702539	81702673	+	204.5	0.825	155.000000	212.9	8.0	26.61	2.10e-215	78.95	0.00e+00	0.71
chr10-23	chr10	91442705	91442839	+	203.7	0.866	131.000000	212.1	4.0	53.01	1.71e-277	131.07	0.00e+00	0.83
chr15-13	chr15	31156305	31156439	+	203.7	0.740	148.000000	212.1	2.0	106.03	0.00e+00	43.48	4.94e-307	0.73
chr19-8	chr19	3846054	3846188	+	203.7	0.768	148.000000	212.1	5.0	42.41	2.21e-257	33.85	1.96e-280	0.72
chr3-15	chr3	113242634	113242768	+	202.9	0.838	138.000000	211.2	3.0	70.40	1.06e-301	81.09	0.00e+00	0.78
chr5-12	chr5	149552550	149552684	+	202.9	0.725	147.000000	211.2	1.0	211.21	0.00e+00	55.61	0.00e+00	0.73
chr1-18	chr1	88492063	88492197	+	202.1	0.783	136.000000	210.4	3.0	70.12	7.49e-300	77.68	0.00e+00	0.80
chr1-11	chr1	134223538	134223672	+	202.1	0.919	143.000000	210.4	5.0	42.07	3.96e-254	100.18	0.00e+00	0.75
chr3-18	chr3	113277213	113277347	+	202.1	0.962	132.000000	210.4	4.0	52.59	4.78e-274	133.82	0.00e+00	0.81
chr14-11	chr14	9018854	9018988	+	202.1	0.846	149.000000	210.4	3.0	70.12	7.49e-300	95.98	0.00e+00	0.72
chr14-12	chr14	26286077	26286211	+	202.1	0.866	148.000000	210.4	5.0	42.07	3.96e-254	69.44	0.00e+00	0.73
chr8-24	chr8	73220445	73220579	+	201.3	0.911	134.000000	209.5	5.0	41.90	1.66e-252	58.52	0.00e+00	0.80
chr8-22	chr8	79900590	79900724	+	201.3	0.919	138.000000	209.5	1.0	209.52	0.00e+00	114.84	0.00e+00	0.79
chr10-17	chr10	24743749	24743883	+	201.3	0.831	142.000000	209.5	0.5	419.05	0.00e+00	121.73	0.00e+00	0.76
chr13-8	chr13	108259444	108259578	+	201.3	0.742	139.000000	209.5	3.0	69.84	5.24e-298	60.66	0.00e+00	0.77
chr6-13	chr6	72178018	72178152	+	200.5	0.757	148.000000	208.7	9.0	23.19	1.62e-199	44.90	1.52e-305	0.72
chr2-22	chr2	164228585	164228719	+	198.8	0.909	144.000000	207.0	5.0	41.40	1.20e-247	45.67	7.67e-305	0.74
chr6-11	chr6	94340531	94340665	+	198.8	0.853	151.000000	207.0	1.0	206.99	0.00e+00	46.25	3.62e-306	0.71
chr19-12	chr19	46720779	46720913	+	198.8	0.873	141.000000	207.0	4.0	51.75	3.53e-267	24.88	3.65e-242	0.75
chr5-11	chr5	140287857	140287991	+	197.2	0.751	151.000000	205.3	3.0	68.43	1.20e-290	28.13	1.13e-252	0.71
chr14-20	chr14	63944839	63944973	+	197.2	0.781	136.000000	205.3	3.0	68.43	1.20e-290	26.78	1.11e-247	0.79
chr1-14	chr1	154050461	154050595	+	196.4	0.893	140.000000	204.5	4.0	51.11	9.31e-264	141.41	0.00e+00	0.77
chr8-19	chr8	109653757	109653891	+	196.4	0.765	146.000000	204.5	4.0	51.11	9.31e-264	32.34	8.40e-266	0.73
chr14-22	chr14	66500553	66500687	+	196.4	0.863	135.000000	204.5	9.0	22.72	4.51e-194	112.06	0.00e+00	0.79
chr17-14	chr17	29011863	29011997	+	196.4	0.727	140.000000	204.5	5.0	40.89	2.03e-244	54.49	2.52e-319	0.77
chr17-16	chr17	44038520	44038654	+	196.4	0.868	140.000000	204.5	7.0	29.21	1.79e-215	43.14	2.73e-295	0.77
chr5-14	chr5	66454202	66454336	+	195.6	0.847	141.000000	203.6	5.0	40.72	8.27e-243	65.00	0.00e+00	0.75
chr7-13	chr7	29325741	29325875	+	195.6	0.779	148.000000	203.6	8.0	25.45	1.14e-202	17.01	2.15e-200	0.72
chr12-16	chr12	103328890	103329024	+	195.6	0.921	133.000000	203.6	3.0	67.87	5.57e-287	69.86	0.00e+00	0.79
chr18-10	chr18	38509749	38509883	+	195.6	0.830	147.000000	203.6	6.0	33.93	3.62e-227	34.52	2.38e-271	0.72
chr1-20	chr1	137162444	137162578	+	194.8	0.902	135.000000	202.8	2.0	101.38	2.74e-320	76.83	0.00e+00	0.79
chr1-15	chr1	145794154	145794288	+	194.8	0.804	139.000000	202.8	8.0	25.35	2.90e-201	116.25	0.00e+00	0.76
chr2-20	chr2	154602349	154602483	+	194.8	0.861	146.000000	202.8	4.0	50.69	2.41e-260	103.94	0.00e+00	0.74
chr4-23	chr4	87313606	87313740	+	194.8	0.811	143.000000	202.8	2.0	101.38	2.74e-320	86.20	0.00e+00	0.75
chr9-12	chr9	66468564	66468698	+	194.8	0.837	151.000000	202.8	6.0	33.79	1.23e-225	72.42	0.00e+00	0.70
chr17-18	chr17	5937536	5937670	+	194.8	0.861	137.000000	202.8	5.0	40.55	3.36e-241	54.37	1.76e-316	0.77
chr17-23	chr17	67231800	67231934	+	194.8	0.843	130.000000	202.8	3.0	67.59	3.77e-285	64.96	0.00e+00	0.82
chr4-22	chr4	132324067	132324201	+	194.0	0.882	144.000000	201.9	8.0	25.24	7.31e-200	153.02	0.00e+00	0.75
chr9-48	chr9	22018555	22018689	+	194.0	0.891	102.000000	201.9	0.5	403.84	0.00e+00	89.78	0.00e+00	1.04
chr12-10	chr12	101453187	101453321	+	194.0	0.814	142.000000	201.9	4.0	50.48	1.22e-258	60.89	0.00e+00	0.75
chr13-11	chr13	49341459	49341593	+	194.0	0.814	133.000000	201.9	6.0	33.65	4.13e-224	37.28	7.06e-277	0.79
chr19-11	chr19	3320241	3320375	+	194.0	0.811	142.000000	201.9	2.0	100.96	2.77e-318	23.43	2.61e-230	0.75
chr19-13	chr19	40645264	40645398	+	194.0	0.879	140.000000	201.9	6.0	33.65	4.13e-224	99.98	0.00e+00	0.78
chr3-16	chr3	27199247	27199381	+	193.2	0.878	134.000000	201.1	2.0	100.54	2.77e-318	118.40	0.00e+00	0.81
chr5-18	chr5	64313659	64313793	+	193.2	0.855	137.000000	201.1	4.0	50.27	1.22e-258	96.28	0.00e+00	0.78
chr11-21	chr11	77858331	77858465	+	193.2	0.730	141.000000	201.1	4.0	50.27	1.22e-258	43.59	1.73e-291	0.75
chr11-28	chr11	118110168	118110302	+	193.2	0.921	136.000000	201.1	7.0	28.73	4.36e-211	54.59	2.87e-314	0.78
chr14-13	chr14	55348767	55348901	+	193.2	0.790	147.000000	201.1	9.0	22.34	5.17e-190	22.55	1.42e-225	0.71
chr2-24	chr2	15070103	15070237	+	192.4	0.880	141.000000	200.2	2.0	100.12	2.79e-316	78.25	0.00e+00	0.76
chr10-16	chr10	74973374	74973508	+	192.4	0.800	144.000000	200.2	5.0	40.05	5.45e-238	42.25	3.91e-287	0.74
chr11-29	chr11	72823080	72823214	+	192.4	0.824	134.000000	200.2	7.0	28.60	1.25e-209	41.55	1.91e-285	0.78
chr4-25	chr4	141402256	141402390	+	191.5	0.786	137.000000	199.4	9.0	22.15	2.57e-187	35.75	2.96e-269	0.77
chr4-19	chr4	150059341	150059475	+	191.5	0.778	146.000000	199.4	2.0	99.69	2.79e-314	52.34	2.08e-307	0.72
chr9-22	chr9	69306798	69306932	+	191.5	0.856	131.000000	199.4	1.0	199.39	0.00e+00	39.40	5.99e-279	0.80
chr12-15	chr12	40950339	40950473	+	191.5	0.828	133.000000	199.4	1.0	199.39	0.00e+00	27.54	2.40e-243	0.79
chr13-15	chr13	41976729	41976863	+	191.5	0.821	128.000000	199.4	6.0	33.23	4.61e-221	68.95	0.00e+00	0.82
chr19-9	chr19	34288836	34288970	+	191.5	0.883	145.000000	199.4	8.0	24.92	4.60e-197	63.88	0.00e+00	0.72
chr2-27	chr2	71523460	71523594	+	190.7	0.890	136.000000	198.5	2.0	99.27	2.77e-312	95.59	0.00e+00	0.78
chr2-25	chr2	127998125	127998259	+	190.7	0.856	140.000000	198.5	7.0	28.36	1.02e-206	42.83	4.43e-286	0.74
chr3-17	chr3	122185412	122185546	+	189.9	0.834	134.000000	197.7	2.0	98.85	2.74e-310	56.12	8.82e-312	0.81
chr15-18	chr15	78676357	78676491	+	189.9	0.849	139.000000	197.7	6.0	32.95	5.05e-218	13.17	2.31e-170	0.76
chr18-9	chr18	80898921	80899055	+	189.9	0.875	149.000000	197.7	6.0	32.95	5.05e-218	55.58	8.24e-311	0.71
chr7-21	chr7	29610004	29610138	+	189.1	0.739	135.000000	196.9	8.0	24.61	6.97e-193	44.10	1.47e-286	0.78
chr2-28	chr2	147872797	147872931	+	188.3	0.904	136.000000	196.0	3.0	65.34	3.26e-274	64.95	1.48e-323	0.77
chr9-14	chr9	44184382	44184516	+	188.3	0.776	139.000000	196.0	2.0	98.00	2.70e-308	38.65	2.35e-272	0.75
chr12-9	chr12	80204907	80205041	+	188.3	0.783	144.000000	196.0	7.0	28.00	8.11e-204	66.99	0.00e+00	0.74
chr14-16	chr14	60578681	60578815	+	188.3	0.820	142.000000	196.0	2.0	98.00	2.70e-308	86.27	0.00e+00	0.74
chr15-19	chr15	81794780	81794914	+	188.3	0.627	137.000000	196.0	2.0	98.00	2.70e-308	39.27	6.36e-274	0.76
chr4-27	chr4	153871687	153871821	+	187.5	0.851	136.000000	195.2	6.0	32.53	5.42e-215	33.35	8.22e-257	0.77
chr5-16	chr5	35384109	35384243	+	187.5	0.823	138.000000	195.2	9.0	21.68	5.96e-182	74.27	0.00e+00	0.76
chr7-22	chr7	125992452	125992586	+	187.5	0.862	134.000000	195.2	7.0	27.88	2.27e-202	61.40	1.11e-316	0.77
chr18-12	chr18	39536515	39536649	+	187.5	0.883	133.000000	195.2	6.0	32.53	5.42e-215	61.62	4.90e-317	0.78
chr9-17	chr9	69950953	69951087	+	186.7	0.808	137.000000	194.3	5.0	38.86	2.07e-228	72.99	0.00e+00	0.77
chr11-25	chr11	86194500	86194634	+	186.7	0.914	138.000000	194.3	5.0	38.86	2.07e-228	80.26	0.00e+00	0.75
chr14-19	chr14	120712193	120712327	+	186.7	0.859	137.000000	194.3	3.0	64.77	1.39e-270	53.25	2.41e-301	0.77
chr16-9	chr16	23364398	23364532	+	186.7	0.814	132.000000	194.3	9.0	21.59	1.29e-180	90.08	0.00e+00	0.81
chr2-23	chr2	31780514	31780648	+	185.9	0.743	142.000000	193.5	1.0	193.47	0.00e+00	64.35	1.49e-318	0.73
chr1-12	chr1	157883616	157883750	+	185.1	0.768	143.000000	192.6	11.0	17.51	4.42e-162	58.90	1.51e-308	0.74
chr5-24	chr5	51843356	51843490	+	185.1	0.901	129.000000	192.6	2.0	96.31	2.42e-300	104.27	0.00e+00	0.81
chr9-16	chr9	34193761	34193895	+	185.1	0.758	137.000000	192.6	6.0	32.10	1.83e-210	41.65	6.17e-275	0.76
chr11-19	chr11	112999858	112999992	+	185.1	0.852	142.000000	192.6	4.0	48.16	2.08e-243	64.81	7.22e-318	0.74
chr11-26	chr11	119869982	119870116	+	185.1	0.851	138.000000	192.6	9.0	21.40	5.98e-178	57.49	3.47e-306	0.75
chr12-14	chr12	37401184	37401318	+	185.1	0.943	134.000000	192.6	0.5	385.25	0.00e+00	159.88	0.00e+00	0.77
chr1-22	chr1	64593226	64593360	+	184.2	0.931	133.000000	191.8	0.5	383.56	0.00e+00	71.12	0.00e+00	0.80
chr4-24	chr4	122728176	122728310	+	184.2	0.839	137.000000	191.8	6.0	31.96	5.86e-209	47.62	1.25e-286	0.76
chr11-23	chr11	46091696	46091830	+	184.2	0.793	140.000000	191.8	11.0	17.43	7.72e-161	67.39	2.86e-320	0.75
chr14-21	chr14	21915981	21916115	+	184.2	0.795	135.000000	191.8	3.0	63.93	3.69e-265	58.64	8.88e-307	0.79
chr1-23	chr1	194204828	194204962	+	182.6	0.874	133.000000	190.1	3.0	63.36	2.35e-263	84.52	0.00e+00	0.78
chr6-16	chr6	115077498	115077632	+	182.6	0.816	145.000000	190.1	3.0	63.36	2.35e-263	65.48	1.08e-314	0.72
chr12-13	chr12	32602356	32602490	+	182.6	0.886	134.000000	190.1	4.0	47.52	4.76e-240	98.61	0.00e+00	0.77
chr7-14	chr7	74990053	74990187	+	181.8	0.927	148.000000	189.2	4.0	47.31	2.26e-238	69.88	1.52e-319	0.70
chr10-18	chr10	90586915	90587049	+	181.8	0.884	140.000000	189.2	5.0	37.85	1.73e-220	74.63	0.00e+00	0.75
chr15-20	chr15	99540760	99540894	+	181.8	0.910	131.000000	189.2	6.0	31.54	5.91e-206	106.40	0.00e+00	0.78
chr1-17	chr1	51839046	51839180	+	181.0	0.850	137.000000	188.4	2.0	94.20	1.99e-292	87.80	0.00e+00	0.75
chr13-10	chr13	54785598	54785732	+	181.0	0.898	134.000000	188.4	3.0	62.80	9.38e-260	42.87	1.14e-271	0.77
chr16-6	chr16	32608733	32608867	+	181.0	0.875	139.000000	188.4	6.0	31.40	1.86e-204	49.75	8.79e-286	0.74
chr11-17	chr11	63342166	63342300	+	180.2	0.774	149.000000	187.6	5.0	37.51	2.46e-217	40.97	3.48e-266	0.69
chr15-23	chr15	98416007	98416141	+	180.2	0.910	129.000000	187.6	4.0	46.89	5.02e-235	59.22	5.37e-301	0.79
chr16-12	chr16	30397848	30397982	+	180.2	0.876	127.000000	187.6	7.0	26.79	7.13e-191	73.30	3.04e-321	0.80
chr2-31	chr2	103690373	103690507	+	179.4	0.833	131.000000	186.7	3.0	62.24	3.66e-256	80.95	0.00e+00	0.79
chr2-30	chr2	155553668	155553802	+	179.4	0.799	134.000000	186.7	7.0	26.67	1.91e-189	34.47	7.11e-249	0.77
chr6-28	chr6	30491445	30491579	+	179.4	0.764	125.000000	186.7	1.0	186.71	0.00e+00	35.45	1.77e-251	0.85
chr7-35	chr7	87173245	87173379	+	179.4	0.816	119.000000	186.7	2.0	93.36	1.75e-288	48.57	5.62e-281	0.85
chr11-24	chr11	62639937	62640071	+	179.4	0.832	139.000000	186.7	4.0	46.68	2.35e-233	43.86	2.16e-271	0.75
chr17-31	chr17	26343457	26343591	+	179.4	0.779	118.000000	186.7	2.0	93.36	1.75e-288	30.02	5.17e-236	0.87
chr18-13	chr18	62145409	62145543	+	179.4	0.801	130.000000	186.7	10.0	18.67	6.26e-162	22.32	1.16e-208	0.81
chr18-14	chr18	66450328	66450462	+	179.4	0.900	129.000000	186.7	3.0	62.24	3.66e-256	34.55	4.51e-249	0.80
chr2-37	chr2	179503931	179504065	+	178.6	0.845	124.000000	185.9	6.0	30.98	5.64e-200	88.51	0.00e+00	0.85
chr11-34	chr11	72262829	72262963	+	178.6	0.836	132.000000	185.9	5.0	37.17	3.42e-214	75.69	2.13e-321	0.77
chr11-36	chr11	119485761	119485895	+	178.6	0.847	130.000000	185.9	3.0	61.96	2.27e-254	52.59	3.68e-287	0.80
chr12-12	chr12	103005715	103005849	+	178.6	0.791	135.000000	185.9	1.0	185.87	0.00e+00	35.84	2.34e-251	0.76
chr14-28	chr14	8624429	8624563	+	178.6	0.805	129.000000	185.9	10.0	18.59	1.16e-160	73.63	8.60e-319	0.79
chr3-21	chr3	30687686	30687820	+	177.7	0.909	126.000000	185.0	5.0	37.00	3.42e-214	98.92	0.00e+00	0.82
chr6-24	chr6	40382553	40382687	+	177.7	0.867	127.000000	185.0	6.0	30.84	5.64e-200	35.36	5.48e-249	0.81
chr7-26	chr7	52472862	52472996	+	177.7	0.893	127.000000	185.0	9.0	20.56	1.08e-168	41.13	5.38e-263	0.80
chr2-26	chr2	167859554	167859688	+	176.9	0.903	139.000000	184.2	0.5	368.36	0.00e+00	97.28	0.00e+00	0.74
chr11-18	chr11	74301384	74301518	+	176.9	0.788	146.000000	184.2	3.0	61.39	1.40e-252	38.13	8.55e-255	0.70
chr11-31	chr11	100290043	100290177	+	176.9	0.848	134.000000	184.2	4.0	46.04	5.05e-230	45.60	2.45e-271	0.76
chr17-19	chr17	5997547	5997681	+	176.9	0.808	136.000000	184.2	6.0	30.70	1.74e-198	46.52	3.38e-273	0.75
chr4-30	chr4	137411725	137411859	+	176.1	0.828	128.000000	183.3	8.0	22.92	5.34e-175	33.78	1.53e-242	0.80
chr5-19	chr5	52996172	52996306	+	176.1	0.734	136.000000	183.3	5.0	36.67	4.66e-211	40.24	1.33e-258	0.75
chr9-19	chr9	68940042	68940176	+	176.1	0.858	135.000000	183.3	11.0	16.67	5.51e-151	99.24	0.00e+00	0.75
chr9-18	chr9	107210413	107210547	+	176.1	0.764	137.000000	183.3	7.0	26.19	3.52e-185	38.97	1.21e-255	0.74
chr9-15	chr9	119941959	119942093	+	176.1	0.895	139.000000	183.3	3.0	61.11	8.60e-251	103.08	0.00e+00	0.74
chr12-11	chr12	81005998	81006132	+	176.1	0.924	135.000000	183.3	9.0	20.37	4.53e-166	63.40	1.38e-300	0.76
